[2019-03-14 13:47:48,056 INFO]  * src vocab size = 50002
[2019-03-14 13:47:48,058 INFO]  * tgt vocab size = 25418
[2019-03-14 13:47:48,058 INFO] Building model...
[2019-03-14 13:47:49,963 INFO] NMTModel(
  (encoder): RNNEncoder(
    (embeddings): Embeddings(
      (make_embedding): Sequential(
        (emb_luts): Elementwise(
          (0): Embedding(50002, 300, padding_idx=1)
        )
      )
    )
    (rnn): LSTM(300, 500, num_layers=2, dropout=0.3)
  )
  (decoder): InputFeedRNNDecoder(
    (embeddings): Embeddings(
      (make_embedding): Sequential(
        (emb_luts): Elementwise(
          (0): Embedding(25418, 300, padding_idx=1)
        )
      )
    )
    (dropout): Dropout(p=0.3)
    (rnn): StackedLSTM(
      (dropout): Dropout(p=0.3)
      (layers): ModuleList(
        (0): LSTMCell(800, 500)
        (1): LSTMCell(500, 500)
      )
    )
    (attn): GlobalAttention(
      (linear_in): Linear(in_features=500, out_features=500, bias=False)
      (linear_out): Linear(in_features=1000, out_features=500, bias=False)
    )
  )
  (generator): CopyGenerator(
    (linear): Linear(in_features=500, out_features=25418, bias=True)
    (linear_copy): Linear(in_features=500, out_features=1, bias=True)
  )
)
[2019-03-14 13:47:49,963 INFO] encoder: 18608600
[2019-03-14 13:47:49,963 INFO] decoder: 25718319
[2019-03-14 13:47:49,963 INFO] * number of parameters: 44326919
[2019-03-14 13:47:49,964 INFO] Starting training on GPU: [0]
[2019-03-14 13:47:49,964 INFO] Start training loop and validate every 10000 steps...
[2019-03-14 13:48:10,903 INFO] Loading dataset from data/data.feat.coqg.train.0.pt, number of examples: 108647
/home/tumesh/anaconda3/envs/pytorch/lib/python3.7/site-packages/torchtext/data/field.py:359: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  var = torch.tensor(arr, dtype=self.dtype, device=device)
[2019-03-14 13:48:42,784 INFO] Step 50/150000; acc:   9.59; ppl: 140169.33; xent: 11.85; lr: 1.00000; 26433/457 tok/s;     53 sec
Check Point is being saved every 5000 steps
[2019-03-14 13:49:12,621 INFO] Step 100/150000; acc:  18.86; ppl: 874.44; xent: 6.77; lr: 1.00000; 44796/795 tok/s;     83 sec
[2019-03-14 13:49:43,518 INFO] Step 150/150000; acc:  25.38; ppl: 246.16; xent: 5.51; lr: 1.00000; 44192/774 tok/s;    114 sec
[2019-03-14 13:50:13,738 INFO] Step 200/150000; acc:  28.44; ppl: 127.14; xent: 4.85; lr: 1.00000; 44816/798 tok/s;    144 sec
[2019-03-14 13:50:42,966 INFO] Step 250/150000; acc:  30.25; ppl: 95.41; xent: 4.56; lr: 1.00000; 44935/806 tok/s;    173 sec
[2019-03-14 13:51:15,406 INFO] Step 300/150000; acc:  31.07; ppl: 80.99; xent: 4.39; lr: 1.00000; 43857/744 tok/s;    205 sec
[2019-03-14 13:51:46,447 INFO] Step 350/150000; acc:  30.76; ppl: 83.89; xent: 4.43; lr: 1.00000; 44655/775 tok/s;    236 sec
[2019-03-14 13:52:16,879 INFO] Step 400/150000; acc:  32.71; ppl: 66.90; xent: 4.20; lr: 1.00000; 44032/796 tok/s;    267 sec
[2019-03-14 13:52:45,781 INFO] Step 450/150000; acc:  32.83; ppl: 65.30; xent: 4.18; lr: 1.00000; 44587/826 tok/s;    296 sec
[2019-03-14 13:53:18,026 INFO] Step 500/150000; acc:  33.48; ppl: 55.16; xent: 4.01; lr: 1.00000; 44722/749 tok/s;    328 sec
[2019-03-14 13:53:47,831 INFO] Step 550/150000; acc:  34.63; ppl: 47.77; xent: 3.87; lr: 1.00000; 45220/804 tok/s;    358 sec
[2019-03-14 13:54:18,772 INFO] Step 600/150000; acc:  35.13; ppl: 45.34; xent: 3.81; lr: 1.00000; 44133/773 tok/s;    389 sec
[2019-03-14 13:54:50,231 INFO] Step 650/150000; acc:  35.91; ppl: 40.95; xent: 3.71; lr: 1.00000; 44131/758 tok/s;    420 sec
[2019-03-14 13:55:20,476 INFO] Step 700/150000; acc:  35.69; ppl: 38.19; xent: 3.64; lr: 1.00000; 44294/788 tok/s;    451 sec
[2019-03-14 13:55:52,206 INFO] Step 750/150000; acc:  36.89; ppl: 34.80; xent: 3.55; lr: 1.00000; 44527/756 tok/s;    482 sec
